domain,severity,reject_media,reject_reports,public_comment,obfuscate
affascinailtuocuore.net,suspend,False,False,,False
affinityforest.com,suspend,False,False,,False
afhamsupercar.wordpress.com,suspend,False,False,,False
afk.social,suspend,False,False,,False
afn.game-host.mydns.jp,suspend,False,False,,False
afnsocial.co,suspend,False,False,,False
afop.social,suspend,False,False,,False
afternoonauthor.online,suspend,False,False,,False
afterspace.rocks,suspend,False,False,,False
ag.ecarlate.app,suspend,False,False,,False
agadirblogmichelterrier.wordpress.com,suspend,False,False,,False
agardnerbooks.com,suspend,False,False,,False
agency.spaceagency.space,suspend,False,False,,False
agencycollective.masto.host,suspend,False,False,,False
agenda.anartist.org,suspend,False,False,,False
agenda.arree.bzh,suspend,False,False,,False
agenda.collectifs.net,suspend,False,False,,False
agenda.eskoria.eus,suspend,False,False,,False
agenda.lanbroa.eus,suspend,False,False,,False
agenda.reteappenninica.it,suspend,False,False,,False
agendadubocage.fr,suspend,False,False,,False
aggregator.social,suspend,False,False,,False
agilealliance.social,suspend,False,False,,False
agilodon.social,suspend,False,False,,False
agingwithgrace104771094.com,suspend,False,False,,False
agora-thinktanks.social,suspend,False,False,,False
agora.echelon.pl,suspend,False,False,,False
agora.ilot.io,suspend,False,False,,False
agora.nop.chat,suspend,False,False,,False
aheradin.com,suspend,False,False,,False
ahlers.xyz,suspend,False,False,,False
ahlimasralbusata.wordpress.com,suspend,False,False,,False
ai.mkwgame.com,suspend,False,False,,False
aibuyseller.wordpress.com,suspend,False,False,,False
ailbhean.co-shaoghal.net,suspend,False,False,,False
aincrad.lol,suspend,False,False,,False
ains-no-misskey.wkspcloud.com,suspend,False,False,,False
aint.johnmark.org,suspend,False,False,,False
aipi.social,suspend,False,False,,False
aipub.social,suspend,False,False,,False
air11.social,suspend,False,False,,False
aircrew.rocks,suspend,False,False,,False
airpollution.science,suspend,False,False,,False
airwaves.social,suspend,False,False,,False
aisler.social,suspend,False,False,,False
aistoryweavers.studio,suspend,False,False,,False
aitestwinsolutions.wordpress.com,suspend,False,False,,False
aitor-sama.es,suspend,False,False,,False
aitorpazos.es,suspend,False,False,,False
aiwanxiongxiong.com,suspend,False,False,,False
aiyoku.xyz,suspend,False,False,,False
ajax16.wordpress.com,suspend,False,False,,False
ajbmd.wordpress.com,suspend,False,False,,False
ajin.la,suspend,False,False,,False
ajk.beer,suspend,False,False,,False
ajm-central.duckdns.org,suspend,False,False,,False
ajourneyacrossfantasy.wordpress.com,suspend,False,False,,False
ajsvisuals.wordpress.com,suspend,False,False,,False
ajtaci.club,suspend,False,False,,False
ak.angelstrapped.com,suspend,False,False,,False
ak.banii.cafe,suspend,False,False,,False
ak.cute.rest,suspend,False,False,,False
ak.hrmk.uk,suspend,False,False,,False
ak.kabukimono.top,suspend,False,False,,False
ak.lavenderfield.xyz,suspend,False,False,,False
ak.suzu-ya.info,suspend,False,False,,False
ak.vern.cc,suspend,False,False,,False
ak.yakumo.moe,suspend,False,False,,False
ak.z.org,suspend,False,False,,False
akademienl.social,suspend,False,False,,False
akamdon.com,suspend,False,False,,False
akarisu.eu,suspend,False,False,,False
akasa.red,suspend,False,False,,False
akce.cyberladies.cz,suspend,False,False,,False
akce.nolog.cz,suspend,False,False,,False
akcjareakcja.pl,suspend,False,False,,False
akcommunication1.wordpress.com,suspend,False,False,,False
akiba.party,suspend,False,False,,False
akiba.social,suspend,False,False,,False
akirin.hostdon.ne.jp,suspend,False,False,,False
akisprovision.wordpress.com,suspend,False,False,,False
akk.de-lacom.be,suspend,False,False,,False
akk.joelanders.net,suspend,False,False,,False
akk2.eniehack.net,suspend,False,False,,False
akko.airis.dev,suspend,False,False,,False
akko.cat-wo.men,suspend,False,False,,False
akko.chir.rs,suspend,False,False,,False
akko.contref.eu,suspend,False,False,,False
akko.elysium.gay,suspend,False,False,,False
akko.erincandescent.net,suspend,False,False,,False
akko.kalasarn.se,suspend,False,False,,False
akko.lea.moe,suspend,False,False,,False
akko.lightnovel-dungeon.de,suspend,False,False,,False
akko.mornie.org,suspend,False,False,,False
akko.quad.moe,suspend,False,False,,False
akko.unix.dog,suspend,False,False,,False
akkoma.andho.xyz,suspend,False,False,,False
akkoma.ascyltos.social,suspend,False,False,,False
akkoma.chez.chat,suspend,False,False,,False
akkoma.clerval.com,suspend,False,False,,False
akkoma.cormont.cyou,suspend,False,False,,False
akkoma.dogphilosophy.net,suspend,False,False,,False
akkoma.flicke.red,suspend,False,False,,False
akkoma.flitpix.net,suspend,False,False,,False
akkoma.flyerdonut.net,suspend,False,False,,False
akkoma.lilypadding.me,suspend,False,False,,False
akkoma.marud.fr,suspend,False,False,,False
akkoma.mercurywork.shop,suspend,False,False,,False
akkoma.miaowi.ng,suspend,False,False,,False
akkoma.newt.li,suspend,False,False,,False
akkoma.nl,suspend,False,False,,False
akkoma.sandhill.social,suspend,False,False,,False
akkoma.thesandbox.net,suspend,False,False,,False
akkoma.yae.gay,suspend,False,False,,False
akkoremaji.club,suspend,False,False,,False
akm.hora.win,suspend,False,False,,False
akm.longyap.name.my,suspend,False,False,,False
akramkahlaf7.wordpress.com,suspend,False,False,,False
akshathd3.wordpress.com,suspend,False,False,,False
aktives-muensterland.de,suspend,False,False,,False
aku-san.net,suspend,False,False,,False
akuanduba.masto.host,suspend,False,False,,False
al7477539.wordpress.com,suspend,False,False,,False
ala.masto.host,suspend,False,False,,False
alabamatrader.wordpress.com,suspend,False,False,,False
alanapost.net,suspend,False,False,,False
alanwattmystery6.wordpress.com,suspend,False,False,,False
alaskan.social,suspend,False,False,,False
albanian.social,suspend,False,False,,False
albaruthenica.masto.host,suspend,False,False,,False
albertytng.com,suspend,False,False,,False
alcatir.com,suspend,False,False,,False
alcove.website,suspend,False,False,,False
aldamerinicresy.wordpress.com,suspend,False,False,,False
aldr.social,suspend,False,False,,False
alejandromiranda.org,suspend,False,False,,False
alentours.cc,suspend,False,False,,False
aleph.land,suspend,False,False,,False
alex.kirk.at,suspend,False,False,,False
alexanderkeane.com,suspend,False,False,,False
alexandria.the1977project.org,suspend,False,False,,False
alexcrawford.co.uk,suspend,False,False,,False
alexissotoramirez.wordpress.com,suspend,False,False,,False
alexjamesconrad.com,suspend,False,False,,False
alexmasters.com,suspend,False,False,,False
alexpilion.wordpress.com,suspend,False,False,,False
alexschreyer.net,suspend,False,False,,False
alexzeecomedy.com,suspend,False,False,,False
alfajet.masto.host,suspend,False,False,,False
alfredoborn.com,suspend,False,False,,False
algebra.chat,suspend,False,False,,False
algufr.com,suspend,False,False,,False
alias.erdorin.org,suspend,False,False,,False
alice.haconiwa.hostdon.ne.jp,suspend,False,False,,False
alice01.lab.rinsuki.net,suspend,False,False,,False
alice486.com,suspend,False,False,,False
alicekiwy.eu,suspend,False,False,,False
alico.nexus,suspend,False,False,,False
alien.top,suspend,False,False,,False
aliensoup.social,suspend,False,False,,False
alightheartweb.wordpress.com,suspend,False,False,,False
alinke.com,suspend,False,False,,False
alirezahayati.com,suspend,False,False,,False
alittle.social,suspend,False,False,,False
alittleoffdevotions.com,suspend,False,False,,False
alive.bar,suspend,False,False,,False
all-my-cameras.com,suspend,False,False,,False
all.electric.kitchen,suspend,False,False,,False
allagar.masto.host,suspend,False,False,,False
allamaraine.io,suspend,False,False,,False
allcsbrandofliving.home.blog,suspend,False,False,,False
allegedly.illegitimate.technology,suspend,False,False,,False
alleysmith.family,suspend,False,False,,False
allforall.network,suspend,False,False,,False
allgamerstalk.com,suspend,False,False,,False
allgarrido.wordpress.com,suspend,False,False,,False
alliec.at,suspend,False,False,,False
allies.rocks,suspend,False,False,,False
allies.social,suspend,False,False,,False
allies.video,suspend,False,False,,False
allison.social,suspend,False,False,,False
allmerchants.store,suspend,False,False,,False
allovertheplace.ca,suspend,False,False,,False
allpeep.social,suspend,False,False,,False
allpro.social,suspend,False,False,,False
allrite.at,suspend,False,False,,False
allrite.au,suspend,False,False,,False
allships.run,suspend,False,False,,False
allszg.com,suspend,False,False,,False
allthetacos.com,suspend,False,False,,False
allthingsmusic.space,suspend,False,False,,False
allthingstech.social,suspend,False,False,,False
allthisness.wordpress.com,suspend,False,False,,False
alltomorrows.party,suspend,False,False,,False
almajlis.me,suspend,False,False,,False
almaqatera.wordpress.com,suspend,False,False,,False
almeresociaal.nl,suspend,False,False,,False
aloha-pink.monster,suspend,False,False,,False
alonecomplex.xyz,suspend,False,False,,False
alongtheray.social,suspend,False,False,,False
alongthetriboartrail.com,suspend,False,False,,False
alpaca.dad,suspend,False,False,,False
alpaca.gold,suspend,False,False,,False
alpaka.garden,suspend,False,False,,False
alpaka.pictures,suspend,False,False,,False
alpaka.social,suspend,False,False,,False
alphabetica.masto.host,suspend,False,False,,False
alphaera.blog,suspend,False,False,,False
alpherg.fedicity.net,suspend,False,False,,False
alpines.club,suspend,False,False,,False
alpinethrillsgo.wordpress.com,suspend,False,False,,False
alquimiadasletras3.wordpress.com,suspend,False,False,,False
alsallh.wordpress.com,suspend,False,False,,False
alshapovalov.wordpress.com,suspend,False,False,,False
alsohere.net,suspend,False,False,,False
alsoransrpg.com,suspend,False,False,,False
alt.lawndale.space,suspend,False,False,,False
alteholz.social,suspend,False,False,,False
alternativeto09.wordpress.com,suspend,False,False,,False
alterscope.fr,suspend,False,False,,False
alterspheres.fr,suspend,False,False,,False
altmax.com.au,suspend,False,False,,False
altparty.social,suspend,False,False,,False
altwiebe.blog,suspend,False,False,,False
alva.host,suspend,False,False,,False
alvarado.social,suspend,False,False,,False
alviro.vivaldi.net,suspend,False,False,,False
alwayssleeping.com,suspend,False,False,,False
alwyzon.social,suspend,False,False,,False
am.pirateradio.social,suspend,False,False,,False
amala.schwartzwelt.xyz,suspend,False,False,,False
amandrai.vivaldi.net,suspend,False,False,,False
amanko.fr,suspend,False,False,,False
amastodon.uk,suspend,False,False,,False
amateurfunk.social,suspend,False,False,,False
amaurot.city,suspend,False,False,,False
amazed.blog,suspend,False,False,,False
ambercons.masto.host,suspend,False,False,,False
amberpapilio.masto.host,suspend,False,False,,False
ambient.fm,suspend,False,False,,False
ambientedomeio.com,suspend,False,False,,False
ambiguousegotism.com,suspend,False,False,,False
ambikarani.wordpress.com,suspend,False,False,,False
ambition.rip,suspend,False,False,,False
ambrosia.cafe,suspend,False,False,,False
ambrosia.moe,suspend,False,False,,False
america.social,suspend,False,False,,False
americancentrist.net,suspend,False,False,,False
amf.didiermary.fr,suspend,False,False,,False
amicale.net,suspend,False,False,,False
amiga.team,suspend,False,False,,False
amigatronics.wordpress.com,suspend,False,False,,False
amigos.family,suspend,False,False,,False
amigosblasterradio.masto.host,suspend,False,False,,False
amodernremedy.com,suspend,False,False,,False
amok.recoil.org,suspend,False,False,,False
amongthestones.com,suspend,False,False,,False
amoreconviviallife.wordpress.com,suspend,False,False,,False
amoreebeatitudine.net,suspend,False,False,,False
amormor.art,suspend,False,False,,False
amour.social,suspend,False,False,,False
amoved.es,suspend,False,False,,False
amphora.social,suspend,False,False,,False
amplifi.casa,suspend,False,False,,False
amreolog.duckdns.org,suspend,False,False,,False
amst.io,suspend,False,False,,False
amungus.duckdns.org,suspend,False,False,,False
amynews.social,suspend,False,False,,False
amyos.net,suspend,False,False,,False
amyways.com,suspend,False,False,,False
an.eldritch.gift,suspend,False,False,,False
an.errant.cloud,suspend,False,False,,False
an.exchange,suspend,False,False,,False
anagram.adapulawska.org,suspend,False,False,,False
anakmanis.com,suspend,False,False,,False
analisese.com,suspend,False,False,,False
analogdreams.blog,suspend,False,False,,False
analyticsblog.blinkfire.com,suspend,False,False,,False
anancus.fr,suspend,False,False,,False
anandamide.net,suspend,False,False,,False
ananth.blog,suspend,False,False,,False
anar.chi.st,suspend,False,False,,False
anarch.is,suspend,False,False,,False
anarchism.space,suspend,False,False,,False
anarchistakozosseg.hu,suspend,False,False,,False
anarchy.center,suspend,False,False,,False
anarchy.social,suspend,False,False,,False
anarchy.tube,suspend,False,False,,False
anarchydica.net,suspend,False,False,,False
anarres.family,suspend,False,False,,False
anarshy.social,suspend,False,False,,False
anasodon.com,suspend,False,False,,False
anatoliachronicle.com,suspend,False,False,,False
ancapchan.info,suspend,False,False,,False
ancobloggt.de,suspend,False,False,,False
andalucia.social,suspend,False,False,,False
andalys.com,suspend,False,False,,False
andersen.social,suspend,False,False,,False
andreanovello81.wordpress.com,suspend,False,False,,False
andreas-moser.blog,suspend,False,False,,False
andreas.heigl.org,suspend,False,False,,False
andreas.jeitler.org,suspend,False,False,,False
andreasjr.com,suspend,False,False,,False
andrereichel.de,suspend,False,False,,False
andrew.masto.host,suspend,False,False,,False
andrew.xyz,suspend,False,False,,False
andrewburgessphd.com,suspend,False,False,,False
andrews.me,suspend,False,False,,False
androidbook2020.keiji.io,suspend,False,False,,False
androiddev.social,suspend,False,False,,False
androidmanife.st,suspend,False,False,,False
andstatus-testing.microblog.pub,suspend,False,False,,False
andy.ciordia.info,suspend,False,False,,False
andy.teknostatik.co.uk,suspend,False,False,,False
andybalaam.uk.to,suspend,False,False,,False
andyd.uk,suspend,False,False,,False
andynet.duckdns.org,suspend,False,False,,False
andypiper.co.uk,suspend,False,False,,False
andyrush.net,suspend,False,False,,False
aneeshsathe.com,suspend,False,False,,False
angelostavrow.blog,suspend,False,False,,False
angelou.club,suspend,False,False,,False
angrydome.au,suspend,False,False,,False
angryfishhead.wordpress.com,suspend,False,False,,False
angrytoday.com,suspend,False,False,,False
ani.social,suspend,False,False,,False
ani.work,suspend,False,False,,False
anikeen.social,suspend,False,False,,False
animal-crossing.mastportal.info,suspend,False,False,,False
animal.business,suspend,False,False,,False
animalesenfu.ga,suspend,False,False,,False
animalliberation.social,suspend,False,False,,False
animalofthings.com,suspend,False,False,,False
animaltoyforum.com,suspend,False,False,,False
anime-rama.com,suspend,False,False,,False
anime.midday.top,suspend,False,False,,False
animebrothaz.com,suspend,False,False,,False
animekunn.wordpress.com,suspend,False,False,,False
animeomake.com,suspend,False,False,,False
animoe.xyz,suspend,False,False,,False
ankitadhawan05.wordpress.com,suspend,False,False,,False
ankokunogrove.space,suspend,False,False,,False
anml.io,suspend,False,False,,False
annagordhhumlesjo.se,suspend,False,False,,False
annakirche.at,suspend,False,False,,False
annalist.noblogs.org,suspend,False,False,,False
annascrafts.com,suspend,False,False,,False
annasmultiverse.wordpress.com,suspend,False,False,,False
annasvavrum.com,suspend,False,False,,False
annex.coffee-break.cc,suspend,False,False,,False
annex.fedimovie.com,suspend,False,False,,False
annienormal.com,suspend,False,False,,False
anniescottriley.com,suspend,False,False,,False
annieworroll.blog,suspend,False,False,,False
anonsys.net,suspend,False,False,,False
anosdesiertos.love,suspend,False,False,,False
another.maple4ever.net,suspend,False,False,,False
anothergameplay.wordpress.com,suspend,False,False,,False
anothersuper.social,suspend,False,False,,False
ansible.jshwlkr.info,suspend,False,False,,False
ansico.dk,suspend,False,False,,False
ansiktsburk.se,suspend,False,False,,False
antani.cyou,suspend,False,False,,False
antani.pm,suspend,False,False,,False
anthem.shadowlan.net,suspend,False,False,,False
anthropology.fivest.one,suspend,False,False,,False
anti-social.online,suspend,False,False,,False
anti.undeadnetwork.de,suspend,False,False,,False
anticapitalist.party,suspend,False,False,,False
anticapitalista.it,suspend,False,False,,False
anticapitalistcatgirl.club,suspend,False,False,,False
anticom.world,suspend,False,False,,False
anticontent.net,suspend,False,False,,False
antiimperialiststruggle.noblogs.org,suspend,False,False,,False
antioch.tech,suspend,False,False,,False
antiquated.systems,suspend,False,False,,False
antisleepdevice.de,suspend,False,False,,False
antisocial.existentialdread.com,suspend,False,False,,False
antisocial.kdn.hu,suspend,False,False,,False
antisocial.ly,suspend,False,False,,False
antisocial.science,suspend,False,False,,False
antisocial.thebubble.noho.st,suspend,False,False,,False
antisocial.worsethannothing.net,suspend,False,False,,False
antisocialsocialnetwork.it,suspend,False,False,,False
antoncorona.wordpress.com,suspend,False,False,,False
antonioaugusto.net,suspend,False,False,,False
